Customer Number,Applied Loan Amount in Lacs,Month,Fin Year,Month Year,Sanction Amt in Lacs,Disb Amt in Lacs,SDF Branch
11814,18,8,2017,#N/A,17.1,15.73,Shillong
11815,24,11,2017,#N/A,22.8,20.98,Pune
11816,10,4,2017,#N/A,9.5,8.74,Ranchi
11817,12,4,2018,#N/A,9.6,8.83,Srinagar
11818,2,11,2019,#N/A,1.6,1.47,Shillong
11819,12,2,2017,#N/A,11.4,10.49,Chennai
11820,4,11,2019,#N/A,3.2,2.94,Pune
11821,2,1,2017,#N/A,1.9,1.75,Delhi
11822,20,2,2017,#N/A,19,17.48,Bhopal
11823,6,4,2018,#N/A,4.8,4.42,Bhopal
11824,10,11,2018,#N/A,8,7.36,Chandigarh
11825,9,10,2019,#N/A,7.2,6.62,Bhopal
11826,10,11,2019,#N/A,9.5,8.74,Pune
11827,9,2,2018,#N/A,7.2,6.62,Bengaluru
11828,4,10,2019,#N/A,3.2,2.94,Shillong
11829,2,4,2019,#N/A,1.6,1.47,Delhi
11830,18,10,2018,#N/A,14.4,13.25,Bengaluru
11831,10,5,2017,#N/A,8,7.36,Chennai
11832,5,8,2019,#N/A,4,3.68,Jaipur
11833,20,12,2017,#N/A,19,17.48,Delhi
11834,2,12,2019,#N/A,1.9,1.75,Jaipur
11835,5,6,2019,#N/A,4,3.68,Pune
11836,4,9,2017,#N/A,3.2,2.94,Aurangabad
11837,8,4,2019,#N/A,6.4,5.89,Nagpur
11838,24,8,2018,#N/A,19.2,17.66,Gandhinagar
11839,14,8,2019,#N/A,13.3,12.24,Pune
11840,10,10,2019,#N/A,8,7.36,Shillong
11841,12,4,2017,#N/A,11.4,10.49,Bhopal
11842,12,5,2017,#N/A,11.4,10.49,Mumbai
11843,10,5,2018,#N/A,8,7.36,Chandigarh
11844,11,12,2019,#N/A,8.8,8.10,Delhi
11845,12,5,2019,#N/A,9.6,8.83,Shillong
11846,8,9,2018,#N/A,6.4,5.89,Shillong
11847,22,5,2018,#N/A,17.6,16.19,Chandigarh
11848,6,8,2018,#N/A,5.7,5.24,Mumbai
11849,6,1,2018,#N/A,4.8,4.42,Chennai
11850,16,5,2019,#N/A,15.2,13.98,Jaipur
11851,11,6,2018,#N/A,8.8,8.10,Srinagar
11852,11,4,2019,#N/A,8.8,8.10,Nagpur
11853,2,7,2017,#N/A,1.6,1.47,Shillong
11854,10,7,2018,#N/A,8,7.36,Shillong
11855,1,6,2019,#N/A,0.8,0.74,Pune
11856,8,7,2019,#N/A,7.6,6.99,Delhi
11857,20,4,2017,#N/A,19,17.48,Bengaluru
11858,1,4,2019,#N/A,0.8,0.74,Ranchi
11859,14,4,2018,#N/A,11.2,10.30,Chandigarh
11860,10,5,2019,#N/A,8,7.36,Mumbai
11861,6,3,2019,#N/A,5.7,5.24,Delhi
11862,2,10,2017,#N/A,1.6,1.47,Mumbai
11863,18,1,2018,#N/A,17.1,15.73,Bhopal
11864,8,7,2019,#N/A,6.4,5.89,Bhopal
11865,12,4,2018,#N/A,11.4,10.49,Nagpur
11866,12,1,2018,#N/A,11.4,10.49,Gandhinagar
11867,2,7,2018,#N/A,1.9,1.75,Chandigarh
11868,7,12,2019,#N/A,5.6,5.15,Chandigarh
11869,4,2,2018,#N/A,3.2,2.94,Pune
11870,1,8,2017,#N/A,0.8,0.74,Chennai
11871,3,5,2018,#N/A,2.4,2.21,Bhopal
11872,8,9,2019,#N/A,6.4,5.89,Srinagar
11873,8,2,2017,#N/A,6.4,5.89,Jaipur
11874,5,3,2018,#N/A,4,3.68,Srinagar
11875,22,10,2017,#N/A,17.6,16.19,Shillong
11876,12,7,2017,#N/A,9.6,8.83,Delhi
11877,6,9,2017,#N/A,4.8,4.42,Srinagar
11878,2,4,2018,#N/A,1.6,1.47,Chandigarh
11879,7,4,2019,#N/A,5.6,5.15,Nagpur
11880,5,7,2019,#N/A,4,3.68,Nasik
11881,10,9,2019,#N/A,9.5,8.74,Gandhinagar
11882,1,9,2018,#N/A,0.8,0.74,Shillong
11883,10,3,2017,#N/A,9.5,8.74,Nagpur
11884,4,4,2019,#N/A,3.2,2.94,Ranchi
11885,18,10,2018,#N/A,14.4,13.25,Ranchi
11886,2,5,2017,#N/A,1.9,1.75,Gandhinagar
11887,1,3,2018,#N/A,0.8,0.74,Ranchi
11888,14,3,2019,#N/A,13.3,12.24,Shillong
11889,9,1,2019,#N/A,7.2,6.62,Aurangabad
11890,20,12,2017,#N/A,19,17.48,Nasik
11891,14,7,2017,#N/A,13.3,12.24,Bhopal
11892,12,11,2017,#N/A,9.6,8.83,Chennai
11893,4,11,2017,#N/A,3.2,2.94,Pune
11894,5,9,2017,#N/A,4,3.68,Delhi
11895,10,3,2017,#N/A,9.5,8.74,Gandhinagar
11896,9,12,2019,#N/A,7.2,6.62,Aurangabad
11897,5,11,2018,#N/A,4,3.68,Pune
11898,10,2,2017,#N/A,9.5,8.74,Shillong
11899,8,9,2018,#N/A,6.4,5.89,Nasik
11900,4,9,2019,#N/A,3.2,2.94,Chennai
11901,16,1,2017,#N/A,15.2,13.98,Delhi
11902,22,3,2017,#N/A,20.9,19.23,Nagpur
11903,20,1,2018,#N/A,16,14.72,Shillong
11904,10,9,2017,#N/A,8,7.36,Chennai
11905,2,11,2018,#N/A,1.6,1.47,Pune
11906,20,7,2019,#N/A,19,17.48,Ranchi
11907,8,1,2018,#N/A,7.6,6.99,Pune
11908,22,11,2018,#N/A,17.6,16.19,Srinagar
11909,2,9,2017,#N/A,1.9,1.75,Aurangabad
11910,7,2,2019,#N/A,5.6,5.15,Bengaluru
11911,18,10,2019,#N/A,17.1,15.73,Nasik
11912,8,8,2019,#N/A,6.4,5.89,Delhi
11913,22,11,2019,#N/A,17.6,16.19,Ranchi
11914,10,12,2018,#N/A,9.5,8.74,Jaipur
11915,24,6,2019,#N/A,22.8,20.98,Delhi
11916,6,2,2018,#N/A,5.7,5.24,Aurangabad
11917,8,3,2017,#N/A,6.4,5.89,Delhi
11918,10,3,2018,#N/A,9.5,8.74,Nagpur
11919,8,11,2018,#N/A,6.4,5.89,Delhi
11920,5,9,2017,#N/A,4,3.68,Nasik
11921,7,12,2017,#N/A,5.6,5.15,Gandhinagar
11922,8,10,2019,#N/A,7.6,6.99,Pune
11923,4,10,2018,#N/A,3.2,2.94,Delhi
11924,5,4,2019,#N/A,4,3.68,Bengaluru
11925,3,11,2018,#N/A,2.4,2.21,Bhopal
11926,3,2,2019,#N/A,2.4,2.21,Jaipur
11927,16,6,2019,#N/A,15.2,13.98,Gandhinagar
11928,10,8,2017,#N/A,8,7.36,Gandhinagar
11929,12,11,2017,#N/A,9.6,8.83,Shillong
11930,6,6,2017,#N/A,4.8,4.42,Bengaluru
11931,4,4,2017,#N/A,3.2,2.94,Nasik
11932,8,1,2019,#N/A,7.6,6.99,Chennai
11933,7,1,2019,#N/A,5.6,5.15,Nasik
11934,22,6,2019,#N/A,17.6,16.19,Chandigarh
11935,16,9,2019,#N/A,12.8,11.78,Shillong
11936,2,9,2019,#N/A,1.9,1.75,Shillong
11937,18,9,2017,#N/A,14.4,13.25,Chandigarh
11938,12,4,2019,#N/A,9.6,8.83,Delhi
11939,5,11,2018,#N/A,4,3.68,Nagpur
11940,4,7,2017,#N/A,3.8,3.50,Bengaluru
11941,24,9,2018,#N/A,19.2,17.66,Shillong
11942,1,5,2018,#N/A,0.8,0.74,Bhopal
11943,11,8,2018,#N/A,8.8,8.10,Mumbai
11944,12,12,2018,#N/A,9.6,8.83,Srinagar
11945,8,2,2017,#N/A,7.6,6.99,Chandigarh
11946,12,6,2019,#N/A,9.6,8.83,Mumbai
11947,5,11,2019,#N/A,4,3.68,Nasik
11948,20,1,2019,#N/A,19,17.48,Pune
11949,4,7,2017,#N/A,3.8,3.50,Aurangabad
11950,2,3,2019,#N/A,1.9,1.75,Bengaluru
11951,16,8,2019,#N/A,15.2,13.98,Shillong
11952,8,10,2018,#N/A,6.4,5.89,Jaipur
11953,1,10,2018,#N/A,0.8,0.74,Chennai
11954,20,9,2019,#N/A,19,17.48,Pune
11955,2,5,2019,#N/A,1.9,1.75,Nagpur
11956,4,6,2019,#N/A,3.8,3.50,Chandigarh
11957,20,4,2018,#N/A,16,14.72,Mumbai
11958,24,5,2018,#N/A,22.8,20.98,Bhopal
11959,1,11,2018,#N/A,0.8,0.74,Gandhinagar
11960,12,9,2019,#N/A,9.6,8.83,Pune
11961,16,3,2017,#N/A,15.2,13.98,Srinagar
11962,10,1,2018,#N/A,8,7.36,Ranchi
11963,8,6,2018,#N/A,7.6,6.99,Jaipur
11964,12,3,2017,#N/A,9.6,8.83,Delhi
11965,6,10,2019,#N/A,5.7,5.24,Gandhinagar
11966,6,9,2019,#N/A,4.8,4.42,Aurangabad
11967,8,2,2018,#N/A,6.4,5.89,Nagpur
11968,16,9,2018,#N/A,15.2,13.98,Shillong
11969,2,6,2017,#N/A,1.9,1.75,Nagpur
11970,11,8,2017,#N/A,8.8,8.10,Delhi
11971,2,3,2018,#N/A,1.6,1.47,Bengaluru
11972,10,12,2017,#N/A,9.5,8.74,Bengaluru
11973,11,9,2018,#N/A,8.8,8.10,Jaipur
11974,12,2,2017,#N/A,11.4,10.49,Gandhinagar
11975,5,10,2018,#N/A,4,3.68,Gandhinagar
11976,12,12,2018,#N/A,11.4,10.49,Ranchi
11977,8,10,2018,#N/A,7.6,6.99,Delhi
11978,6,7,2019,#N/A,4.8,4.42,Shillong
11979,2,5,2018,#N/A,1.9,1.75,Chandigarh
11980,12,2,2017,#N/A,9.6,8.83,Delhi
11981,6,6,2017,#N/A,4.8,4.42,Ranchi
11982,1,8,2019,#N/A,0.8,0.74,Chennai
11983,6,8,2018,#N/A,5.7,5.24,Pune
11984,12,5,2017,#N/A,11.4,10.49,Bhopal
11985,7,4,2017,#N/A,5.6,5.15,Chennai
11986,14,2,2019,#N/A,13.3,12.24,Mumbai
11987,6,5,2017,#N/A,4.8,4.42,Mumbai
11988,9,4,2017,#N/A,7.2,6.62,Chandigarh
11989,7,4,2017,#N/A,5.6,5.15,Pune
11990,20,2,2018,#N/A,19,17.48,Bengaluru
11991,4,3,2019,#N/A,3.8,3.50,Shillong
11992,2,3,2018,#N/A,1.9,1.75,Delhi
11993,20,8,2018,#N/A,16,14.72,Delhi
11994,24,1,2019,#N/A,22.8,20.98,Jaipur
11995,1,4,2019,#N/A,0.8,0.74,Chennai
11996,24,3,2018,#N/A,19.2,17.66,Gandhinagar
11997,4,3,2019,#N/A,3.2,2.94,Srinagar
11998,12,4,2018,#N/A,9.6,8.83,Srinagar
11999,16,7,2017,#N/A,15.2,13.98,Chennai
12000,11,11,2019,#N/A,8.8,8.10,Bengaluru
12001,3,6,2017,#N/A,2.4,2.21,Shillong
12002,1,1,2019,#N/A,0.8,0.74,Srinagar
12003,4,12,2018,#N/A,3.2,2.94,Pune
12004,16,12,2019,#N/A,12.8,11.78,Chandigarh
12005,12,5,2017,#N/A,9.6,8.83,Aurangabad
12006,22,7,2018,#N/A,17.6,16.19,Nasik
12007,24,12,2018,#N/A,22.8,20.98,Nasik
12008,4,6,2017,#N/A,3.2,2.94,Jaipur
12009,18,11,2018,#N/A,17.1,15.73,Chandigarh
12010,10,2,2017,#N/A,8,7.36,Bengaluru
12011,12,7,2017,#N/A,9.6,8.83,Delhi
12012,2,5,2018,#N/A,1.6,1.47,Aurangabad
12013,10,12,2017,#N/A,8,7.36,Jaipur
12014,1,6,2018,#N/A,0.8,0.74,Aurangabad
12015,12,11,2018,#N/A,11.4,10.49,Aurangabad
12016,18,3,2019,#N/A,17.1,15.73,Gandhinagar
12017,11,6,2018,#N/A,8.8,8.10,Mumbai
12018,4,8,2017,#N/A,3.2,2.94,Pune
12019,3,10,2018,#N/A,2.4,2.21,Bhopal
12020,14,2,2017,#N/A,13.3,12.24,Chandigarh
12021,1,12,2018,#N/A,0.8,0.74,Jaipur
12022,8,5,2019,#N/A,7.6,6.99,Chandigarh
12023,2,2,2019,#N/A,1.6,1.47,Shillong
12024,12,3,2019,#N/A,11.4,10.49,Chennai
12025,5,8,2018,#N/A,4,3.68,Chandigarh
12026,3,12,2018,#N/A,2.4,2.21,Gandhinagar
12027,22,6,2019,#N/A,20.9,19.23,Jaipur
12028,8,2,2019,#N/A,7.6,6.99,Gandhinagar
12029,16,10,2019,#N/A,15.2,13.98,Jaipur
12030,10,8,2018,#N/A,8,7.36,Chandigarh
12031,9,7,2018,#N/A,7.2,6.62,Gandhinagar
12032,8,12,2019,#N/A,7.6,6.99,Mumbai
12033,6,2,2017,#N/A,4.8,4.42,Nasik
12034,10,8,2019,#N/A,9.5,8.74,Chandigarh
12035,5,12,2019,#N/A,4,3.68,Aurangabad
12036,22,6,2017,#N/A,20.9,19.23,Jaipur
12037,22,12,2018,#N/A,20.9,19.23,Gandhinagar
12038,24,7,2018,#N/A,22.8,20.98,Chennai
12039,1,10,2018,#N/A,0.8,0.74,Gandhinagar
12040,22,4,2019,#N/A,17.6,16.19,Bhopal
12041,24,10,2017,#N/A,22.8,20.98,Aurangabad
12042,3,10,2019,#N/A,2.4,2.21,Nasik
12043,1,4,2018,#N/A,0.8,0.74,Bengaluru
12044,12,11,2018,#N/A,9.6,8.83,Mumbai
12045,8,12,2018,#N/A,6.4,5.89,Nagpur
12046,2,6,2018,#N/A,1.9,1.75,Gandhinagar
12047,22,1,2018,#N/A,20.9,19.23,Srinagar
12048,9,4,2018,#N/A,7.2,6.62,Mumbai
12049,9,11,2017,#N/A,7.2,6.62,Srinagar
12050,6,8,2018,#N/A,4.8,4.42,Chandigarh
12051,10,2,2018,#N/A,9.5,8.74,Mumbai
12052,14,6,2018,#N/A,13.3,12.24,Gandhinagar
12053,5,8,2017,#N/A,4,3.68,Nagpur
12054,4,9,2019,#N/A,3.8,3.50,Delhi
12055,7,12,2019,#N/A,5.6,5.15,Nasik
12056,12,2,2017,#N/A,9.6,8.83,Chandigarh
12057,16,11,2019,#N/A,12.8,11.78,Aurangabad
12058,5,6,2018,#N/A,4,3.68,Aurangabad
12059,5,2,2019,#N/A,4,3.68,Shillong
12060,16,3,2018,#N/A,15.2,13.98,Bengaluru
12061,1,11,2018,#N/A,0.8,0.74,Gandhinagar
12062,22,5,2017,#N/A,20.9,19.23,Aurangabad
12063,9,6,2018,#N/A,7.2,6.62,Nasik
12064,1,8,2019,#N/A,0.8,0.74,Gandhinagar
12065,3,11,2017,#N/A,2.4,2.21,Chennai
12066,12,4,2019,#N/A,9.6,8.83,Chandigarh
12067,5,9,2018,#N/A,4,3.68,Jaipur
12068,14,7,2017,#N/A,13.3,12.24,Bhopal
12069,16,5,2019,#N/A,15.2,13.98,Nasik
12070,1,9,2018,#N/A,0.8,0.74,Chandigarh
12071,20,1,2018,#N/A,16,14.72,Chennai
12072,10,5,2019,#N/A,8,7.36,Pune
12073,22,12,2017,#N/A,20.9,19.23,Pune
12074,6,10,2019,#N/A,5.7,5.24,Gandhinagar
12075,11,2,2018,#N/A,8.8,8.10,Srinagar
12076,1,8,2019,#N/A,0.8,0.74,Ranchi
12077,8,2,2018,#N/A,7.6,6.99,Shillong
12078,8,8,2018,#N/A,7.6,6.99,Nasik
12079,8,2,2019,#N/A,6.4,5.89,Mumbai
12080,16,5,2019,#N/A,12.8,11.78,Nasik
12081,22,12,2017,#N/A,17.6,16.19,Chennai
12082,6,4,2018,#N/A,4.8,4.42,Aurangabad
12083,20,9,2018,#N/A,16,14.72,Aurangabad
12084,10,10,2018,#N/A,8,7.36,Delhi
12085,1,7,2018,#N/A,0.8,0.74,Chennai
12086,16,4,2017,#N/A,12.8,11.78,Ranchi
12087,12,9,2017,#N/A,11.4,10.49,Delhi
12088,4,7,2017,#N/A,3.2,2.94,Ranchi
12089,16,1,2017,#N/A,15.2,13.98,Srinagar
12090,20,6,2019,#N/A,19,17.48,Chennai
12091,20,2,2018,#N/A,16,14.72,Ranchi
12092,20,2,2018,#N/A,16,14.72,Chandigarh
12093,22,2,2017,#N/A,17.6,16.19,Gandhinagar
12094,24,11,2019,#N/A,22.8,20.98,Bhopal
12095,12,9,2018,#N/A,9.6,8.83,Pune
12096,12,5,2019,#N/A,11.4,10.49,Bhopal
12097,11,10,2017,#N/A,8.8,8.10,Bengaluru
12098,1,5,2019,#N/A,0.8,0.74,Bengaluru
12099,20,11,2018,#N/A,19,17.48,Shillong
12100,2,8,2017,#N/A,1.6,1.47,Mumbai
12101,6,7,2019,#N/A,4.8,4.42,Aurangabad
12102,10,7,2019,#N/A,8,7.36,Jaipur
12103,6,4,2017,#N/A,4.8,4.42,Delhi
12104,24,8,2019,#N/A,19.2,17.66,Srinagar
12105,22,10,2019,#N/A,20.9,19.23,Jaipur
12106,24,9,2019,#N/A,19.2,17.66,Bengaluru
12107,10,8,2017,#N/A,8,7.36,Bhopal
12108,8,10,2017,#N/A,7.6,6.99,Bhopal
12109,3,8,2017,#N/A,2.4,2.21,Nagpur
12110,11,8,2019,#N/A,8.8,8.10,Chandigarh
12111,3,4,2019,#N/A,2.4,2.21,Chennai
12112,10,2,2017,#N/A,8,7.36,Bengaluru
12113,2,5,2019,#N/A,1.9,1.75,Chandigarh
12114,24,4,2017,#N/A,22.8,20.98,Bengaluru
12115,9,2,2018,#N/A,7.2,6.62,Bhopal
12116,4,2,2018,#N/A,3.2,2.94,Chandigarh
12117,6,8,2018,#N/A,4.8,4.42,Chandigarh
12118,20,7,2018,#N/A,19,17.48,Mumbai
12119,16,6,2019,#N/A,15.2,13.98,Nagpur
12120,12,6,2019,#N/A,11.4,10.49,Pune
12121,9,7,2019,#N/A,7.2,6.62,Pune
12122,22,11,2018,#N/A,20.9,19.23,Mumbai
12123,12,9,2017,#N/A,9.6,8.83,Shillong
12124,22,1,2018,#N/A,20.9,19.23,Mumbai
12125,9,8,2019,#N/A,7.2,6.62,Delhi
12126,22,4,2018,#N/A,17.6,16.19,Chandigarh
12127,9,5,2018,#N/A,7.2,6.62,Shillong
12128,6,3,2018,#N/A,4.8,4.42,Shillong
12129,5,12,2018,#N/A,4,3.68,Delhi
12130,9,12,2017,#N/A,7.2,6.62,Bengaluru
12131,22,9,2019,#N/A,20.9,19.23,Nagpur
12132,1,1,2019,#N/A,0.8,0.74,Chennai
12133,12,6,2019,#N/A,11.4,10.49,Delhi
12134,10,11,2019,#N/A,9.5,8.74,Jaipur
12135,8,6,2019,#N/A,6.4,5.89,Chandigarh
12136,8,8,2019,#N/A,7.6,6.99,Chandigarh
12137,12,4,2018,#N/A,9.6,8.83,Shillong
12138,4,2,2019,#N/A,3.8,3.50,Pune
12139,24,11,2019,#N/A,22.8,20.98,Chandigarh
12140,4,9,2018,#N/A,3.8,3.50,Mumbai
12141,2,10,2018,#N/A,1.6,1.47,Shillong
12142,16,5,2018,#N/A,12.8,11.78,Aurangabad
12143,16,9,2017,#N/A,12.8,11.78,Bengaluru
12144,9,2,2017,#N/A,7.2,6.62,Aurangabad
12145,7,11,2018,#N/A,5.6,5.15,Bhopal
12146,16,9,2018,#N/A,15.2,13.98,Gandhinagar
12147,3,12,2018,#N/A,2.4,2.21,Chennai
12148,18,6,2019,#N/A,17.1,15.73,Delhi
12149,9,6,2017,#N/A,7.2,6.62,Mumbai
12150,16,11,2019,#N/A,15.2,13.98,Aurangabad
12151,14,3,2017,#N/A,13.3,12.24,Bengaluru
12152,24,4,2019,#N/A,19.2,17.66,Bhopal
12153,16,12,2017,#N/A,15.2,13.98,Pune
12154,4,10,2018,#N/A,3.2,2.94,Mumbai
12155,16,2,2018,#N/A,12.8,11.78,Bhopal
12156,8,6,2017,#N/A,6.4,5.89,Bengaluru
12157,10,5,2017,#N/A,9.5,8.74,Ranchi
12158,2,9,2018,#N/A,1.6,1.47,Chandigarh
12159,12,12,2019,#N/A,9.6,8.83,Srinagar
12160,11,6,2019,#N/A,8.8,8.10,Mumbai
12161,11,11,2018,#N/A,8.8,8.10,Srinagar
12162,2,7,2019,#N/A,1.9,1.75,Gandhinagar
12163,4,12,2019,#N/A,3.8,3.50,Delhi
12164,6,10,2017,#N/A,4.8,4.42,Delhi
12165,9,6,2017,#N/A,7.2,6.62,Nasik
12166,10,5,2019,#N/A,8,7.36,Chandigarh
12167,2,9,2019,#N/A,1.6,1.47,Mumbai
12168,6,3,2017,#N/A,4.8,4.42,Delhi
12169,12,8,2017,#N/A,9.6,8.83,Mumbai
12170,2,1,2017,#N/A,1.6,1.47,Nagpur
12171,10,11,2019,#N/A,9.5,8.74,Ranchi
12172,1,2,2018,#N/A,0.8,0.74,Bengaluru
12173,14,4,2019,#N/A,13.3,12.24,Delhi
12174,10,10,2017,#N/A,8,7.36,Delhi
12175,24,5,2018,#N/A,22.8,20.98,Jaipur
12176,22,12,2018,#N/A,20.9,19.23,Ranchi
12177,4,3,2017,#N/A,3.2,2.94,Srinagar
12178,10,7,2018,#N/A,8,7.36,Aurangabad
12179,4,1,2017,#N/A,3.2,2.94,Jaipur
12180,7,7,2019,#N/A,5.6,5.15,Shillong
12181,11,2,2018,#N/A,8.8,8.10,Srinagar
12182,3,2,2018,#N/A,2.4,2.21,Chandigarh
12183,4,4,2017,#N/A,3.8,3.50,Delhi
12184,5,3,2018,#N/A,4,3.68,Ranchi
12185,1,1,2017,#N/A,0.8,0.74,Jaipur
12186,9,7,2017,#N/A,7.2,6.62,Chandigarh
12187,10,5,2018,#N/A,8,7.36,Ranchi
12188,4,5,2017,#N/A,3.8,3.50,Bengaluru
12189,16,2,2018,#N/A,15.2,13.98,Chennai
12190,14,11,2017,#N/A,13.3,12.24,Chennai
12191,2,9,2017,#N/A,1.9,1.75,Gandhinagar
12192,8,4,2019,#N/A,7.6,6.99,Bhopal
12193,1,9,2019,#N/A,0.8,0.74,Mumbai
12194,9,9,2019,#N/A,7.2,6.62,Chennai
12195,9,2,2018,#N/A,7.2,6.62,Jaipur
12196,4,9,2019,#N/A,3.2,2.94,Ranchi
12197,2,3,2017,#N/A,1.6,1.47,Chennai
12198,10,9,2018,#N/A,8,7.36,Jaipur
12199,4,1,2017,#N/A,3.2,2.94,Delhi
12200,8,3,2017,#N/A,6.4,5.89,Pune
12201,2,5,2018,#N/A,1.6,1.47,Shillong
12202,14,9,2019,#N/A,13.3,12.24,Bhopal
12203,3,11,2017,#N/A,2.4,2.21,Nasik
12204,16,7,2017,#N/A,12.8,11.78,Pune
12205,9,6,2019,#N/A,7.2,6.62,Delhi
12206,20,6,2017,#N/A,19,17.48,Ranchi
12207,7,9,2017,#N/A,5.6,5.15,Shillong
12208,1,7,2018,#N/A,0.8,0.74,Pune
12209,16,8,2019,#N/A,12.8,11.78,Bengaluru
12210,18,2,2017,#N/A,17.1,15.73,Bengaluru
12211,4,7,2017,#N/A,3.2,2.94,Shillong
12212,11,11,2017,#N/A,8.8,8.10,Shillong
12213,14,7,2019,#N/A,13.3,12.24,Ranchi
12214,18,10,2018,#N/A,17.1,15.73,Chandigarh
12215,2,3,2018,#N/A,1.6,1.47,Aurangabad
12216,6,9,2019,#N/A,5.7,5.24,Bhopal
12217,22,7,2018,#N/A,17.6,16.19,Ranchi
12218,12,11,2017,#N/A,9.6,8.83,Pune
12219,20,11,2019,#N/A,19,17.48,Gandhinagar
12220,9,1,2018,#N/A,7.2,6.62,Bhopal
12221,8,9,2017,#N/A,6.4,5.89,Bengaluru
12222,3,9,2017,#N/A,2.4,2.21,Chennai
12223,1,6,2017,#N/A,0.8,0.74,Bengaluru
12224,6,10,2019,#N/A,4.8,4.42,Bengaluru
12225,24,9,2019,#N/A,22.8,20.98,Jaipur
12226,10,11,2018,#N/A,9.5,8.74,Nagpur
12227,10,5,2017,#N/A,9.5,8.74,Delhi
12228,5,2,2017,#N/A,4,3.68,Chennai
12229,8,9,2019,#N/A,6.4,5.89,Nasik
12230,20,8,2018,#N/A,19,17.48,Srinagar
12231,7,3,2018,#N/A,5.6,5.15,Chennai
12232,9,3,2018,#N/A,7.2,6.62,Gandhinagar
12233,11,8,2019,#N/A,8.8,8.10,Srinagar
12234,22,3,2017,#N/A,17.6,16.19,Delhi
12235,6,3,2017,#N/A,4.8,4.42,Bengaluru
12236,5,3,2018,#N/A,4,3.68,Bengaluru
12237,8,11,2019,#N/A,6.4,5.89,Jaipur
12238,5,5,2019,#N/A,4,3.68,Bhopal
12239,20,9,2017,#N/A,16,14.72,Mumbai
12240,16,1,2017,#N/A,15.2,13.98,Aurangabad
12241,11,4,2018,#N/A,8.8,8.10,Srinagar
12242,6,10,2017,#N/A,4.8,4.42,Bhopal
12243,4,2,2019,#N/A,3.2,2.94,Gandhinagar
12244,3,11,2018,#N/A,2.4,2.21,Mumbai
12245,2,12,2018,#N/A,1.6,1.47,Chandigarh
12246,24,6,2019,#N/A,22.8,20.98,Shillong
12247,14,1,2017,#N/A,13.3,12.24,Ranchi
12248,10,12,2018,#N/A,9.5,8.74,Chandigarh
12249,9,9,2018,#N/A,7.2,6.62,Gandhinagar
12250,10,5,2017,#N/A,8,7.36,Chandigarh
12251,16,6,2018,#N/A,12.8,11.78,Ranchi
12252,8,11,2018,#N/A,6.4,5.89,Jaipur
12253,22,12,2018,#N/A,17.6,16.19,Jaipur
12254,3,1,2017,#N/A,2.4,2.21,Chandigarh
12255,12,5,2018,#N/A,11.4,10.49,Aurangabad
12256,20,9,2018,#N/A,19,17.48,Nagpur
12257,4,9,2018,#N/A,3.2,2.94,Nagpur
12258,12,2,2018,#N/A,9.6,8.83,Ranchi
12259,4,12,2017,#N/A,3.2,2.94,Chennai
12260,12,12,2017,#N/A,9.6,8.83,Ranchi
12261,2,8,2018,#N/A,1.6,1.47,Chennai
12262,12,8,2017,#N/A,9.6,8.83,Delhi
12263,9,2,2019,#N/A,7.2,6.62,Chennai
12264,9,10,2018,#N/A,7.2,6.62,Nasik
12265,7,10,2019,#N/A,5.6,5.15,Jaipur
12266,22,8,2018,#N/A,20.9,19.23,Pune
12267,10,12,2019,#N/A,8,7.36,Aurangabad
12268,8,2,2019,#N/A,6.4,5.89,Nagpur
12269,4,3,2018,#N/A,3.2,2.94,Srinagar
12270,14,5,2017,#N/A,11.2,10.30,Mumbai
12271,22,10,2017,#N/A,20.9,19.23,Chandigarh
12272,4,5,2018,#N/A,3.2,2.94,Bhopal
12273,16,9,2017,#N/A,15.2,13.98,Pune
12274,20,7,2017,#N/A,19,17.48,Ranchi
12275,22,11,2018,#N/A,17.6,16.19,Gandhinagar
12276,20,8,2019,#N/A,19,17.48,Bengaluru
12277,2,5,2018,#N/A,1.9,1.75,Aurangabad
12278,1,8,2018,#N/A,0.8,0.74,Pune
12279,6,7,2018,#N/A,5.7,5.24,Chennai
12280,10,1,2018,#N/A,9.5,8.74,Gandhinagar
12281,10,5,2019,#N/A,8,7.36,Aurangabad
12282,3,7,2019,#N/A,2.4,2.21,Srinagar
12283,14,8,2018,#N/A,13.3,12.24,Jaipur
12284,6,9,2017,#N/A,4.8,4.42,Nasik
12285,10,11,2019,#N/A,8,7.36,Gandhinagar
12286,24,10,2018,#N/A,22.8,20.98,Shillong
12287,18,6,2019,#N/A,17.1,15.73,Bhopal
12288,7,3,2017,#N/A,5.6,5.15,Ranchi
12289,10,8,2018,#N/A,8,7.36,Pune
12290,2,10,2019,#N/A,1.6,1.47,Aurangabad
12291,12,5,2018,#N/A,9.6,8.83,Jaipur
12292,22,8,2018,#N/A,20.9,19.23,Pune
12293,2,7,2017,#N/A,1.9,1.75,Srinagar
12294,5,11,2018,#N/A,4,3.68,Gandhinagar
12295,4,1,2017,#N/A,3.8,3.50,Nagpur
12296,7,4,2018,#N/A,5.6,5.15,Aurangabad
12297,1,3,2018,#N/A,0.8,0.74,Gandhinagar
12298,4,3,2019,#N/A,3.2,2.94,Delhi
12299,4,6,2017,#N/A,3.2,2.94,Pune
