Customer Number,Applied Loan Amount in Lacs,Month,Fin Year,Month Year,Channel Id,Product Id,Gender,Occupation,Age,Salary,Branch Code
15120,12,11,2018,#N/A,1,2,Female,Salaried,63+,3 LPA - 5 LPA,6
15121,2,4,2019,#N/A,3,1,Female,Business,63+,3 LPA - 5 LPA,4
15122,10,1,2018,#N/A,3,4,Female,Business,33-43,3 LPA - 5 LPA,3
15123,14,1,2018,#N/A,3,4,Male,Business,26-32,5 LPA - 7 LPA,14
15124,10,2,2018,#N/A,4,1,Female,Salaried,33-43,9 LPA - 15 LPA,1
15125,20,8,2017,#N/A,1,4,Female,Business,26-32,9 LPA - 15 LPA,6
15126,4,8,2017,#N/A,3,4,Male,Business,26-32,7 LPA - 9 LPA,13
15127,12,3,2017,#N/A,1,3,Female,Salaried,26-32,7 LPA - 9 LPA,3
15128,14,10,2019,#N/A,1,1,Third Gender,Business,33-43,3 LPA - 5 LPA,13
15129,6,2,2018,#N/A,3,3,Female,Salaried,56-63,3 LPA - 5 LPA,2
15130,2,2,2019,#N/A,2,2,Female,Business,33-43,5 LPA - 7 LPA,6
15131,7,10,2018,#N/A,2,4,Male,Salaried,56-63,25+,15
15132,24,9,2017,#N/A,2,3,Female,Salaried,26-32,7 LPA - 9 LPA,6
15133,4,4,2017,#N/A,3,4,Third Gender,Salaried,26-32,7 LPA - 9 LPA,15
15134,2,2,2017,#N/A,3,1,Third Gender,Salaried,63+,9 LPA - 15 LPA,14
15135,10,7,2018,#N/A,3,2,Third Gender,Salaried,26-32,25+,8
15136,22,8,2019,#N/A,2,2,Third Gender,Business,26-32,9 LPA - 15 LPA,13
15137,2,3,2019,#N/A,1,4,Female,Salaried,26-32,7 LPA - 9 LPA,3
15138,2,1,2017,#N/A,3,3,Female,Salaried,26-32,25+,15
15139,12,10,2018,#N/A,1,4,Male,Business,26-32,7 LPA - 9 LPA,8
15140,18,12,2018,#N/A,3,3,Male,Business,26-32,25+,4
15141,2,6,2018,#N/A,1,4,Female,Business,33-43,7 LPA - 9 LPA,13
15142,22,12,2018,#N/A,3,1,Male,Business,33-43,5 LPA - 7 LPA,8
15143,8,11,2018,#N/A,4,1,Female,Salaried,33-43,25+,11
15144,11,4,2018,#N/A,1,3,Male,Business,63+,25+,12
15145,3,3,2017,#N/A,4,4,Third Gender,Business,44-55,9 LPA - 15 LPA,12
15146,14,7,2017,#N/A,3,2,Female,Salaried,26-32,25+,9
15147,16,1,2019,#N/A,1,1,Third Gender,Salaried,33-43,3 LPA - 5 LPA,6
15148,10,1,2017,#N/A,1,1,Third Gender,Salaried,44-55,25+,13
15149,12,8,2019,#N/A,1,1,Female,Business,33-43,15 LPA - 25 LPA,10
15150,8,4,2017,#N/A,3,4,Male,Business,33-43,15 LPA - 25 LPA,2
15151,20,2,2019,#N/A,2,3,Male,Salaried,26-32,3 LPA - 5 LPA,10
15152,9,5,2018,#N/A,1,4,Female,Business,63+,7 LPA - 9 LPA,7
15153,10,3,2019,#N/A,4,4,Third Gender,Salaried,33-43,25+,10
15154,7,2,2017,#N/A,1,1,Third Gender,Salaried,63+,25+,13
15155,12,9,2017,#N/A,1,3,Female,Salaried,56-63,25+,13
15156,16,3,2017,#N/A,2,3,Female,Business,33-43,25+,7
15157,18,4,2018,#N/A,1,2,Female,Business,26-32,3 LPA - 5 LPA,3
15158,6,3,2019,#N/A,2,2,Male,Salaried,26-32,5 LPA - 7 LPA,8
15159,14,10,2018,#N/A,2,4,Female,Salaried,33-43,5 LPA - 7 LPA,15
15160,5,12,2018,#N/A,4,4,Male,Business,56-63,3 LPA - 5 LPA,6
15161,10,3,2018,#N/A,2,4,Third Gender,Salaried,63+,9 LPA - 15 LPA,15
15162,6,11,2017,#N/A,1,4,Third Gender,Salaried,26-32,25+,4
15163,7,11,2018,#N/A,2,4,Female,Business,63+,25+,14
15164,22,1,2018,#N/A,3,2,Third Gender,Salaried,26-32,15 LPA - 25 LPA,13
15165,22,5,2018,#N/A,1,4,Female,Salaried,26-32,7 LPA - 9 LPA,3
15166,18,4,2019,#N/A,3,1,Third Gender,Salaried,33-43,5 LPA - 7 LPA,2
15167,18,8,2019,#N/A,1,3,Female,Business,26-32,25+,9
15168,2,4,2018,#N/A,2,4,Third Gender,Salaried,44-55,7 LPA - 9 LPA,9
15169,6,10,2019,#N/A,2,2,Third Gender,Salaried,33-43,9 LPA - 15 LPA,12
15170,1,11,2017,#N/A,1,4,Third Gender,Salaried,63+,5 LPA - 7 LPA,14
15171,6,1,2017,#N/A,3,1,Third Gender,Business,63+,25+,3
15172,9,10,2017,#N/A,4,1,Third Gender,Salaried,56-63,5 LPA - 7 LPA,7
15173,7,2,2019,#N/A,4,4,Male,Salaried,63+,9 LPA - 15 LPA,8
15174,8,9,2018,#N/A,1,2,Female,Salaried,26-32,7 LPA - 9 LPA,8
15175,7,3,2017,#N/A,4,3,Female,Salaried,56-63,15 LPA - 25 LPA,5
15176,20,8,2018,#N/A,3,2,Third Gender,Salaried,26-32,7 LPA - 9 LPA,11
15177,12,1,2017,#N/A,2,4,Third Gender,Salaried,63+,7 LPA - 9 LPA,7
15178,14,7,2017,#N/A,1,3,Male,Salaried,33-43,5 LPA - 7 LPA,13
15179,11,8,2017,#N/A,3,1,Female,Salaried,56-63,15 LPA - 25 LPA,14
15180,18,2,2018,#N/A,3,3,Third Gender,Business,26-32,9 LPA - 15 LPA,8
15181,8,6,2017,#N/A,4,4,Female,Salaried,56-63,9 LPA - 15 LPA,1
15182,2,1,2019,#N/A,4,4,Female,Salaried,56-63,9 LPA - 15 LPA,2
15183,12,8,2018,#N/A,2,3,Female,Salaried,33-43,15 LPA - 25 LPA,11
15184,1,8,2019,#N/A,1,3,Female,Business,63+,9 LPA - 15 LPA,13
15185,20,2,2019,#N/A,2,4,Female,Salaried,26-32,7 LPA - 9 LPA,15
15186,4,3,2017,#N/A,3,2,Third Gender,Business,26-32,9 LPA - 15 LPA,11
15187,22,10,2019,#N/A,3,3,Third Gender,Salaried,33-43,25+,15
15188,6,11,2018,#N/A,4,1,Female,Salaried,44-55,15 LPA - 25 LPA,2
15189,2,4,2018,#N/A,3,3,Female,Business,26-32,25+,1
15190,6,8,2017,#N/A,4,1,Female,Business,56-63,25+,15
15191,6,5,2019,#N/A,2,1,Male,Salaried,26-32,5 LPA - 7 LPA,4
15192,2,5,2018,#N/A,2,4,Third Gender,Business,26-32,5 LPA - 7 LPA,14
15193,6,11,2018,#N/A,2,1,Female,Salaried,63+,9 LPA - 15 LPA,15
15194,24,8,2017,#N/A,3,2,Third Gender,Salaried,33-43,7 LPA - 9 LPA,4
15195,5,12,2017,#N/A,4,2,Third Gender,Business,44-55,3 LPA - 5 LPA,5
15196,20,9,2019,#N/A,1,1,Third Gender,Business,33-43,5 LPA - 7 LPA,13
15197,8,1,2017,#N/A,3,2,Male,Business,26-32,25+,12
15198,4,2,2017,#N/A,1,3,Female,Business,26-32,9 LPA - 15 LPA,1
15199,18,6,2017,#N/A,1,4,Male,Business,33-43,9 LPA - 15 LPA,4
15200,12,5,2019,#N/A,4,2,Female,Business,44-55,25+,7
15201,6,2,2017,#N/A,3,4,Female,Business,33-43,5 LPA - 7 LPA,1
15202,6,10,2017,#N/A,3,3,Female,Salaried,26-32,3 LPA - 5 LPA,1
15203,3,4,2017,#N/A,1,4,Third Gender,Salaried,44-55,5 LPA - 7 LPA,14
15204,2,2,2018,#N/A,1,4,Third Gender,Business,44-55,15 LPA - 25 LPA,4
15205,6,10,2019,#N/A,3,4,Male,Business,26-32,7 LPA - 9 LPA,12
15206,7,2,2019,#N/A,3,4,Male,Business,63+,9 LPA - 15 LPA,5
15207,7,5,2018,#N/A,4,2,Male,Salaried,56-63,9 LPA - 15 LPA,8
15208,10,11,2019,#N/A,4,3,Male,Salaried,44-55,15 LPA - 25 LPA,15
15209,4,4,2017,#N/A,3,1,Female,Salaried,26-32,9 LPA - 15 LPA,9
15210,4,9,2017,#N/A,1,4,Third Gender,Salaried,33-43,5 LPA - 7 LPA,8
15211,7,2,2017,#N/A,3,3,Male,Salaried,44-55,3 LPA - 5 LPA,5
15212,7,8,2018,#N/A,4,2,Male,Salaried,44-55,15 LPA - 25 LPA,8
15213,8,1,2017,#N/A,1,2,Third Gender,Salaried,33-43,15 LPA - 25 LPA,1
15214,20,8,2019,#N/A,4,2,Female,Salaried,33-43,3 LPA - 5 LPA,13
15215,4,3,2019,#N/A,1,4,Male,Salaried,63+,7 LPA - 9 LPA,8
15216,11,4,2018,#N/A,3,4,Third Gender,Business,63+,5 LPA - 7 LPA,8
15217,14,10,2017,#N/A,4,1,Female,Business,33-43,7 LPA - 9 LPA,6
15218,6,1,2017,#N/A,4,1,Third Gender,Salaried,44-55,15 LPA - 25 LPA,8
15219,12,6,2018,#N/A,4,2,Female,Business,56-63,7 LPA - 9 LPA,11
15220,1,9,2019,#N/A,4,3,Third Gender,Salaried,44-55,15 LPA - 25 LPA,10
15221,16,6,2017,#N/A,1,3,Male,Salaried,26-32,9 LPA - 15 LPA,5
15222,12,5,2019,#N/A,2,2,Male,Salaried,44-55,7 LPA - 9 LPA,6
15223,3,5,2017,#N/A,2,3,Female,Business,44-55,25+,14
15224,7,6,2017,#N/A,4,2,Female,Salaried,63+,15 LPA - 25 LPA,4
15225,6,7,2017,#N/A,3,1,Female,Salaried,26-32,5 LPA - 7 LPA,7
15226,12,9,2017,#N/A,2,3,Male,Business,26-32,7 LPA - 9 LPA,5
15227,1,10,2017,#N/A,2,2,Male,Business,56-63,5 LPA - 7 LPA,5
15228,7,9,2019,#N/A,2,3,Male,Business,63+,7 LPA - 9 LPA,9
15229,4,5,2017,#N/A,2,1,Male,Business,63+,3 LPA - 5 LPA,1
15230,2,8,2018,#N/A,2,4,Male,Business,44-55,25+,12
15231,4,1,2017,#N/A,3,1,Female,Business,26-32,3 LPA - 5 LPA,6
15232,12,3,2017,#N/A,4,3,Third Gender,Salaried,44-55,7 LPA - 9 LPA,10
15233,7,7,2017,#N/A,4,1,Male,Business,44-55,5 LPA - 7 LPA,14
15234,8,2,2017,#N/A,4,3,Third Gender,Business,63+,3 LPA - 5 LPA,2
15235,24,4,2017,#N/A,3,2,Male,Business,26-32,5 LPA - 7 LPA,8
15236,6,2,2017,#N/A,3,1,Third Gender,Salaried,63+,15 LPA - 25 LPA,11
15237,10,12,2018,#N/A,2,2,Third Gender,Salaried,33-43,15 LPA - 25 LPA,5
15238,16,7,2017,#N/A,2,3,Male,Salaried,26-32,9 LPA - 15 LPA,9
15239,4,6,2018,#N/A,3,2,Female,Salaried,26-32,5 LPA - 7 LPA,13
15240,8,1,2019,#N/A,2,2,Male,Salaried,63+,7 LPA - 9 LPA,14
15241,12,12,2018,#N/A,2,1,Female,Business,63+,9 LPA - 15 LPA,12
15242,12,8,2019,#N/A,1,3,Third Gender,Salaried,26-32,3 LPA - 5 LPA,14
15243,9,5,2019,#N/A,1,2,Female,Business,63+,9 LPA - 15 LPA,10
15244,18,4,2018,#N/A,3,3,Female,Business,33-43,3 LPA - 5 LPA,6
15245,10,8,2018,#N/A,1,1,Male,Salaried,26-32,3 LPA - 5 LPA,15
15246,8,2,2019,#N/A,1,1,Male,Salaried,44-55,15 LPA - 25 LPA,7
15247,11,12,2018,#N/A,3,3,Female,Business,56-63,15 LPA - 25 LPA,6
15248,2,11,2019,#N/A,4,1,Female,Business,44-55,25+,11
15249,2,9,2017,#N/A,2,1,Male,Business,63+,5 LPA - 7 LPA,4
15250,8,11,2017,#N/A,1,4,Female,Business,44-55,3 LPA - 5 LPA,3
15251,4,2,2019,#N/A,2,4,Third Gender,Business,26-32,25+,5
15252,3,1,2017,#N/A,1,4,Third Gender,Business,63+,25+,10
15253,4,11,2019,#N/A,3,3,Third Gender,Salaried,26-32,9 LPA - 15 LPA,14
15254,7,11,2019,#N/A,3,3,Female,Salaried,56-63,9 LPA - 15 LPA,2
15255,16,9,2018,#N/A,1,1,Male,Business,26-32,7 LPA - 9 LPA,8
15256,16,4,2019,#N/A,1,1,Male,Business,26-32,25+,5
15257,12,12,2017,#N/A,2,4,Third Gender,Business,26-32,7 LPA - 9 LPA,10
15258,2,11,2018,#N/A,4,3,Third Gender,Salaried,44-55,25+,7
15259,10,10,2018,#N/A,2,1,Third Gender,Salaried,44-55,7 LPA - 9 LPA,6
15260,8,11,2017,#N/A,1,2,Third Gender,Business,26-32,15 LPA - 25 LPA,15
15261,18,6,2019,#N/A,1,3,Third Gender,Salaried,26-32,7 LPA - 9 LPA,1
15262,2,8,2018,#N/A,3,2,Third Gender,Salaried,26-32,7 LPA - 9 LPA,15
15263,14,4,2018,#N/A,4,2,Female,Business,33-43,15 LPA - 25 LPA,12
15264,7,12,2018,#N/A,2,2,Third Gender,Salaried,56-63,3 LPA - 5 LPA,12
15265,12,7,2018,#N/A,3,3,Third Gender,Salaried,26-32,5 LPA - 7 LPA,2
15266,4,2,2018,#N/A,4,2,Female,Business,33-43,9 LPA - 15 LPA,10
15267,6,10,2019,#N/A,1,2,Female,Salaried,63+,25+,13
15268,5,10,2017,#N/A,1,1,Third Gender,Business,56-63,7 LPA - 9 LPA,6
15269,1,8,2017,#N/A,2,1,Third Gender,Business,56-63,15 LPA - 25 LPA,11
15270,22,2,2018,#N/A,3,3,Third Gender,Business,26-32,3 LPA - 5 LPA,4
15271,6,8,2018,#N/A,4,2,Third Gender,Salaried,44-55,15 LPA - 25 LPA,14
15272,11,10,2017,#N/A,3,3,Male,Business,56-63,9 LPA - 15 LPA,7
15273,12,1,2017,#N/A,1,3,Male,Salaried,26-32,3 LPA - 5 LPA,10
15274,1,6,2019,#N/A,3,1,Male,Business,56-63,3 LPA - 5 LPA,12
15275,2,5,2019,#N/A,1,1,Male,Business,63+,5 LPA - 7 LPA,4
15276,7,3,2019,#N/A,1,3,Female,Salaried,56-63,3 LPA - 5 LPA,2
15277,12,11,2018,#N/A,4,3,Female,Business,63+,25+,11
15278,10,4,2019,#N/A,3,4,Male,Business,56-63,15 LPA - 25 LPA,15
15279,24,12,2019,#N/A,3,1,Male,Business,26-32,15 LPA - 25 LPA,9
15280,12,10,2018,#N/A,3,2,Male,Salaried,44-55,25+,12
15281,2,9,2018,#N/A,4,1,Third Gender,Business,63+,15 LPA - 25 LPA,2
15282,6,5,2018,#N/A,3,1,Third Gender,Salaried,63+,7 LPA - 9 LPA,8
15283,8,7,2017,#N/A,3,3,Female,Business,26-32,5 LPA - 7 LPA,4
15284,22,9,2017,#N/A,3,1,Male,Salaried,26-32,9 LPA - 15 LPA,2
15285,24,10,2017,#N/A,3,2,Female,Salaried,26-32,9 LPA - 15 LPA,5
15286,20,4,2018,#N/A,3,3,Female,Business,33-43,7 LPA - 9 LPA,4
15287,12,12,2017,#N/A,3,1,Third Gender,Salaried,26-32,5 LPA - 7 LPA,5
15288,20,2,2018,#N/A,1,3,Male,Salaried,26-32,15 LPA - 25 LPA,4
15289,2,8,2018,#N/A,3,1,Male,Business,26-32,25+,15
15290,2,11,2018,#N/A,1,2,Male,Business,26-32,7 LPA - 9 LPA,15
15291,10,3,2018,#N/A,3,1,Male,Salaried,33-43,5 LPA - 7 LPA,2
15292,20,9,2019,#N/A,3,2,Third Gender,Business,33-43,9 LPA - 15 LPA,9
15293,7,3,2019,#N/A,3,1,Female,Business,44-55,3 LPA - 5 LPA,14
15294,14,12,2017,#N/A,1,4,Third Gender,Business,26-32,25+,4
15295,1,3,2018,#N/A,3,1,Male,Business,44-55,15 LPA - 25 LPA,3
15296,22,8,2017,#N/A,2,1,Female,Business,26-32,15 LPA - 25 LPA,11
15297,5,2,2018,#N/A,3,3,Male,Salaried,56-63,9 LPA - 15 LPA,8
15298,22,8,2017,#N/A,4,4,Female,Salaried,33-43,3 LPA - 5 LPA,2
15299,5,12,2019,#N/A,3,1,Third Gender,Salaried,56-63,7 LPA - 9 LPA,15
15300,16,1,2018,#N/A,3,2,Male,Salaried,26-32,15 LPA - 25 LPA,6
15301,14,6,2017,#N/A,2,4,Male,Salaried,26-32,15 LPA - 25 LPA,9
15302,12,4,2018,#N/A,2,1,Male,Business,63+,25+,4
15303,6,7,2019,#N/A,2,3,Male,Business,44-55,3 LPA - 5 LPA,6
15304,8,3,2018,#N/A,3,3,Male,Business,26-32,7 LPA - 9 LPA,6
15305,14,5,2017,#N/A,2,1,Female,Salaried,26-32,5 LPA - 7 LPA,2
15306,10,7,2019,#N/A,3,1,Third Gender,Business,26-32,15 LPA - 25 LPA,2
15307,14,10,2018,#N/A,4,1,Male,Business,33-43,7 LPA - 9 LPA,10
15308,16,8,2018,#N/A,2,3,Third Gender,Business,26-32,9 LPA - 15 LPA,9
15309,8,12,2017,#N/A,2,3,Third Gender,Salaried,26-32,5 LPA - 7 LPA,11
15310,10,11,2019,#N/A,2,4,Third Gender,Salaried,26-32,15 LPA - 25 LPA,6
15311,9,5,2019,#N/A,4,3,Third Gender,Salaried,63+,9 LPA - 15 LPA,12
15312,4,3,2018,#N/A,3,2,Female,Salaried,26-32,7 LPA - 9 LPA,7
15313,3,10,2019,#N/A,1,1,Female,Business,44-55,3 LPA - 5 LPA,6
15314,3,9,2017,#N/A,2,1,Male,Salaried,63+,9 LPA - 15 LPA,7
15315,6,10,2017,#N/A,4,4,Third Gender,Business,44-55,7 LPA - 9 LPA,4
15316,7,3,2017,#N/A,1,4,Third Gender,Business,44-55,9 LPA - 15 LPA,9
15317,10,9,2017,#N/A,1,2,Third Gender,Salaried,44-55,3 LPA - 5 LPA,9
15318,8,8,2019,#N/A,3,2,Female,Business,56-63,25+,8
15319,10,4,2019,#N/A,1,4,Female,Salaried,33-43,7 LPA - 9 LPA,4
15320,20,9,2019,#N/A,1,1,Third Gender,Salaried,26-32,9 LPA - 15 LPA,13
15321,9,5,2018,#N/A,4,4,Female,Business,44-55,15 LPA - 25 LPA,4
15322,20,9,2017,#N/A,3,3,Third Gender,Salaried,26-32,15 LPA - 25 LPA,1
15323,24,11,2017,#N/A,1,1,Third Gender,Salaried,26-32,25+,13
15324,24,10,2019,#N/A,1,3,Male,Salaried,26-32,3 LPA - 5 LPA,12
15325,8,4,2017,#N/A,4,2,Male,Salaried,63+,3 LPA - 5 LPA,13
15326,4,5,2019,#N/A,3,2,Female,Salaried,26-32,3 LPA - 5 LPA,14
15327,6,7,2017,#N/A,3,3,Male,Salaried,44-55,3 LPA - 5 LPA,12
15328,12,2,2019,#N/A,4,3,Male,Salaried,33-43,25+,4
15329,24,3,2018,#N/A,1,2,Third Gender,Salaried,33-43,9 LPA - 15 LPA,3
15330,5,7,2017,#N/A,3,4,Third Gender,Business,63+,3 LPA - 5 LPA,9
15331,12,7,2017,#N/A,3,4,Third Gender,Salaried,26-32,3 LPA - 5 LPA,9
15332,4,1,2017,#N/A,3,3,Third Gender,Business,63+,15 LPA - 25 LPA,3
15333,8,10,2018,#N/A,1,1,Female,Business,26-32,25+,8
15334,6,3,2017,#N/A,1,1,Female,Business,56-63,3 LPA - 5 LPA,15
15335,5,4,2017,#N/A,3,3,Female,Business,63+,3 LPA - 5 LPA,6
15336,4,11,2019,#N/A,1,4,Female,Business,26-32,5 LPA - 7 LPA,5
15337,24,8,2017,#N/A,4,1,Third Gender,Salaried,33-43,15 LPA - 25 LPA,6
15338,6,3,2017,#N/A,4,3,Female,Business,56-63,25+,5
15339,6,3,2019,#N/A,3,2,Female,Business,44-55,7 LPA - 9 LPA,10
15340,7,5,2018,#N/A,3,3,Female,Salaried,44-55,25+,14
15341,1,7,2018,#N/A,2,3,Male,Business,44-55,15 LPA - 25 LPA,14
15342,5,4,2018,#N/A,4,1,Third Gender,Business,63+,5 LPA - 7 LPA,11
15343,4,6,2017,#N/A,2,2,Third Gender,Salaried,26-32,9 LPA - 15 LPA,10
15344,20,7,2017,#N/A,1,4,Male,Salaried,26-32,3 LPA - 5 LPA,10
15345,10,1,2018,#N/A,3,1,Third Gender,Business,26-32,15 LPA - 25 LPA,9
15346,20,11,2018,#N/A,3,1,Male,Business,26-32,9 LPA - 15 LPA,15
15347,18,6,2019,#N/A,3,1,Third Gender,Business,26-32,5 LPA - 7 LPA,7
15348,24,10,2018,#N/A,4,2,Third Gender,Salaried,33-43,15 LPA - 25 LPA,1
15349,7,3,2019,#N/A,3,1,Third Gender,Business,56-63,25+,8
15350,9,1,2018,#N/A,3,1,Third Gender,Salaried,44-55,7 LPA - 9 LPA,3
15351,6,12,2019,#N/A,4,3,Third Gender,Business,33-43,15 LPA - 25 LPA,11
15352,6,9,2019,#N/A,3,3,Female,Business,44-55,3 LPA - 5 LPA,1
15353,3,1,2017,#N/A,4,2,Female,Salaried,44-55,15 LPA - 25 LPA,5
15354,14,2,2017,#N/A,1,1,Third Gender,Business,26-32,3 LPA - 5 LPA,6
15355,9,2,2019,#N/A,4,1,Third Gender,Salaried,56-63,3 LPA - 5 LPA,8
15356,12,2,2017,#N/A,1,3,Female,Business,26-32,15 LPA - 25 LPA,12
15357,22,8,2017,#N/A,1,4,Male,Business,26-32,3 LPA - 5 LPA,2
15358,18,7,2019,#N/A,4,4,Female,Salaried,33-43,9 LPA - 15 LPA,15
15359,22,7,2019,#N/A,4,2,Male,Salaried,33-43,15 LPA - 25 LPA,15
15360,1,5,2019,#N/A,4,4,Third Gender,Salaried,56-63,9 LPA - 15 LPA,12
15361,8,8,2017,#N/A,3,2,Third Gender,Salaried,33-43,3 LPA - 5 LPA,8
15362,10,3,2018,#N/A,4,2,Male,Salaried,33-43,9 LPA - 15 LPA,8
15363,11,6,2019,#N/A,3,2,Male,Business,44-55,15 LPA - 25 LPA,15
15364,12,1,2017,#N/A,2,4,Male,Business,44-55,7 LPA - 9 LPA,4
15365,10,11,2018,#N/A,1,4,Third Gender,Salaried,44-55,15 LPA - 25 LPA,6
15366,12,10,2017,#N/A,2,2,Male,Business,26-32,7 LPA - 9 LPA,4
15367,4,10,2019,#N/A,1,4,Third Gender,Business,44-55,5 LPA - 7 LPA,6
15368,6,5,2018,#N/A,3,2,Third Gender,Salaried,26-32,3 LPA - 5 LPA,3
15369,10,4,2019,#N/A,1,4,Third Gender,Salaried,63+,9 LPA - 15 LPA,11
15370,12,2,2017,#N/A,3,2,Male,Business,33-43,25+,7
15371,5,6,2017,#N/A,1,2,Female,Salaried,56-63,15 LPA - 25 LPA,13
15372,2,3,2017,#N/A,1,3,Male,Salaried,33-43,7 LPA - 9 LPA,9
15373,12,10,2017,#N/A,2,3,Female,Salaried,26-32,5 LPA - 7 LPA,9
15374,2,10,2018,#N/A,4,2,Third Gender,Business,63+,25+,12
15375,16,6,2019,#N/A,2,4,Third Gender,Salaried,26-32,9 LPA - 15 LPA,7
15376,9,7,2017,#N/A,2,3,Third Gender,Salaried,44-55,7 LPA - 9 LPA,7
15377,24,5,2019,#N/A,4,2,Female,Salaried,33-43,9 LPA - 15 LPA,14
15378,11,11,2018,#N/A,2,3,Male,Business,63+,9 LPA - 15 LPA,2
15379,22,6,2018,#N/A,3,1,Female,Salaried,33-43,7 LPA - 9 LPA,7
15380,8,8,2019,#N/A,2,2,Third Gender,Salaried,63+,25+,2
15381,10,10,2017,#N/A,3,4,Male,Business,44-55,5 LPA - 7 LPA,14
15382,3,4,2018,#N/A,1,3,Female,Business,44-55,15 LPA - 25 LPA,4
15383,2,10,2019,#N/A,1,4,Female,Business,33-43,15 LPA - 25 LPA,7
15384,10,5,2017,#N/A,3,2,Female,Salaried,26-32,15 LPA - 25 LPA,9
15385,8,6,2019,#N/A,2,3,Third Gender,Business,63+,3 LPA - 5 LPA,13
15386,10,10,2019,#N/A,4,2,Female,Salaried,44-55,25+,7
15387,16,6,2018,#N/A,2,3,Third Gender,Salaried,33-43,5 LPA - 7 LPA,10
15388,2,12,2019,#N/A,1,2,Male,Business,26-32,7 LPA - 9 LPA,15
15389,18,7,2018,#N/A,4,4,Third Gender,Business,33-43,15 LPA - 25 LPA,2
15390,8,9,2018,#N/A,1,1,Male,Salaried,26-32,5 LPA - 7 LPA,6
15391,5,9,2019,#N/A,4,2,Male,Salaried,44-55,5 LPA - 7 LPA,10
15392,2,10,2018,#N/A,4,1,Third Gender,Salaried,33-43,5 LPA - 7 LPA,10
15393,14,4,2017,#N/A,3,4,Male,Business,26-32,3 LPA - 5 LPA,5
15394,1,3,2017,#N/A,1,4,Third Gender,Salaried,44-55,3 LPA - 5 LPA,5
15395,6,6,2018,#N/A,1,2,Female,Salaried,44-55,9 LPA - 15 LPA,7
15396,7,8,2019,#N/A,3,1,Female,Salaried,44-55,3 LPA - 5 LPA,6
15397,9,10,2019,#N/A,2,2,Male,Business,44-55,7 LPA - 9 LPA,3
15398,5,1,2018,#N/A,4,3,Third Gender,Business,63+,5 LPA - 7 LPA,12
15399,24,9,2019,#N/A,3,4,Third Gender,Business,33-43,25+,2
15400,2,7,2019,#N/A,1,3,Female,Business,44-55,3 LPA - 5 LPA,5
15401,3,12,2018,#N/A,3,1,Male,Business,44-55,7 LPA - 9 LPA,8
15402,8,6,2019,#N/A,1,3,Third Gender,Business,56-63,7 LPA - 9 LPA,3
15403,20,5,2018,#N/A,1,1,Third Gender,Salaried,26-32,15 LPA - 25 LPA,10
15404,16,3,2017,#N/A,3,1,Male,Salaried,26-32,15 LPA - 25 LPA,13
15405,7,3,2017,#N/A,2,4,Female,Salaried,44-55,3 LPA - 5 LPA,4
15406,4,12,2017,#N/A,2,4,Female,Salaried,33-43,7 LPA - 9 LPA,8
15407,4,9,2018,#N/A,1,4,Female,Business,56-63,9 LPA - 15 LPA,14
15408,2,3,2019,#N/A,2,1,Male,Salaried,33-43,25+,3
15409,6,12,2017,#N/A,3,2,Male,Business,63+,9 LPA - 15 LPA,12
15410,14,1,2017,#N/A,2,2,Female,Business,33-43,25+,4
15411,4,6,2018,#N/A,1,3,Female,Business,44-55,15 LPA - 25 LPA,5
15412,6,7,2017,#N/A,3,1,Female,Salaried,26-32,25+,1
15413,20,11,2019,#N/A,2,2,Female,Business,33-43,25+,9
15414,6,4,2018,#N/A,4,3,Female,Salaried,56-63,25+,10
15415,14,12,2018,#N/A,1,1,Male,Salaried,26-32,15 LPA - 25 LPA,14
15416,8,7,2018,#N/A,3,4,Female,Business,26-32,9 LPA - 15 LPA,10
15417,2,1,2017,#N/A,3,2,Female,Business,63+,7 LPA - 9 LPA,15
15418,4,3,2017,#N/A,2,1,Female,Business,56-63,5 LPA - 7 LPA,12
15419,10,8,2017,#N/A,4,1,Third Gender,Business,63+,3 LPA - 5 LPA,8
15420,12,6,2018,#N/A,2,3,Female,Salaried,26-32,3 LPA - 5 LPA,8
15421,12,7,2017,#N/A,3,3,Third Gender,Salaried,56-63,3 LPA - 5 LPA,12
15422,12,12,2018,#N/A,1,4,Female,Business,44-55,3 LPA - 5 LPA,12
15423,20,1,2017,#N/A,3,4,Third Gender,Business,26-32,3 LPA - 5 LPA,4
15424,11,5,2018,#N/A,3,2,Female,Salaried,56-63,3 LPA - 5 LPA,10
15425,7,7,2017,#N/A,3,4,Male,Business,56-63,9 LPA - 15 LPA,2
15426,3,9,2019,#N/A,3,1,Male,Business,63+,15 LPA - 25 LPA,4
15427,5,9,2018,#N/A,2,3,Female,Business,56-63,15 LPA - 25 LPA,1
15428,10,12,2019,#N/A,4,3,Male,Salaried,56-63,3 LPA - 5 LPA,7
15429,6,7,2017,#N/A,1,2,Male,Salaried,63+,3 LPA - 5 LPA,6
15430,6,12,2017,#N/A,1,2,Third Gender,Business,56-63,3 LPA - 5 LPA,10
15431,18,12,2018,#N/A,1,2,Female,Business,33-43,3 LPA - 5 LPA,12
15432,3,8,2019,#N/A,3,1,Male,Salaried,63+,15 LPA - 25 LPA,15
15433,8,12,2017,#N/A,2,1,Third Gender,Salaried,44-55,25+,13
